"persons-name","persons-birth_date","persons-sources","persons-summary","persons-image","persons-name","organizations-name","organizations-classification","posts-label","posts-role","posts-cargonominal","posts-cargotipo","posts-cargoclase","posts-duracioncargo","memberships-label","memberships-role","memberships-cargonominal","memberships-start_date","memberships-end_date","memberships-end_date_accuracy","memberships-start_date_accuracy"
"Ítalo Argentino Luder","","","","","Ítalo Argentino Luder","Argentina","","Ministro Defensa","Ministro Defensa","Ministro","Ejecutivo","No Electivo","","Ministro Defensa","Ministro Defensa","Ministro","1989-12-10","1989-12-10","year","year"
"Julio Mera Figueroa","","","","","Julio Mera Figueroa","Argentina","","Ministro Interior","Ministro Interior","Ministro","Ejecutivo","No Electivo","","Ministro Interior","Ministro Interior","Ministro","1989-12-19","1991-10-14","",""
"Néstor RAPANELLI","","","","","Néstor RAPANELLI","Argentina","","Ministro Economía","Ministro Economía","Ministro","Ejecutivo","No Electivo","","Ministro Economía","Ministro Economía","Ministro","1989-07-15","1989-12-15","",""
"Juan Carlos Pugliese","","","","","Juan Carlos Pugliese","Argentina","","Ministro Economía","Ministro Economía","Ministro","Ejecutivo","No Electivo","","Ministro Economía","Ministro Economía","Ministro","1989-04-04","1989-05-26","",""
"Jesús Rodríguez","","","","","Jesús Rodríguez","Argentina","","Ministro Economía","Ministro Economía","Ministro","Ejecutivo","No Electivo","","Ministro Economía","Ministro Economía","Ministro","1989-05-27","1989-07-08","",""
"Miguel Angel Roig","","","","","Miguel Angel Roig","Argentina","","Ministro Economía","Ministro Economía","Ministro","Ejecutivo","No Electivo","","Ministro Economía","Ministro Economía","Ministro","1989-07-08","1989-07-15","",""
"Humberto Romero","","","","","Humberto Romero","Argentina","","Ministro Defensa","Ministro Defensa","Ministro","Ejecutivo","No Electivo","","Ministro Defensa","Ministro Defensa","Ministro","1989-12-10","1990-12-10","year","year"
"Antonio Francisco Salonia","","","","","Antonio Francisco Salonia","Argentina","","Ministro de Educación y Justicia","Ministro de Educación y Justicia","Ministro","Ejecutivo","No Electivo","","Ministro de Educación y Justicia","Ministro de Educación y Justicia","Ministro","1989-07-08","1991-04-22","",""
"Alberto J. Triaca","","","","","Alberto J. Triaca","Argentina","","Ministro Trabajo y Seguridad Social","Ministro Trabajo y Seguridad Social","Ministro","Ejecutivo","No Electivo","","Ministro Trabajo y Seguridad Social","Ministro Trabajo y Seguridad Social","Ministro","1989-08-07","1991-01-16","",""
"Guido Di Tella","","","","","Guido Di Tella","Argentina","","Ministro Defensa","Ministro Defensa","Ministro","Ejecutivo","No Electivo","","Ministro Defensa","Ministro Defensa","Ministro","1990-12-10","1991-12-10","year","year"
"Alberto Kohan","","","","","Alberto Kohan","Argentina","","Ministro Salud y Acción Social","Ministro Salud y Acción Social","Ministro","Ejecutivo","No Electivo","","Ministro Salud y Acción Social","Ministro Salud y Acción Social","Ministro","1990-09-20","1991-01-16","",""
"Julio César Aráoz","","","","","Julio César Aráoz","Argentina","","Ministro Salud y Acción Social","Ministro Salud y Acción Social","Ministro","Ejecutivo","No Electivo","","Ministro Salud y Acción Social","Ministro Salud y Acción Social","Ministro","1991-11-28","1993-04-26","",""
"Luis Beder Herrera","","","","","Luis Beder Herrera","La Rioja","","Ministro","Ministro","Ministro","Ejecutivo","No Electivo","","Ministro","Ministro","Ministro","1991-12-10","1995-12-10","year","year"
"León Carlos Arslanian","","","","","León Carlos Arslanian","Argentina","","Ministro de Justicia","Ministro de Justicia","Ministro","Ejecutivo","No Electivo","","Ministro de Justicia","Ministro de Justicia","Ministro","1991-04-22","1992-09-09","",""
"Domingo Felipe Cavallo","","","","http://www.iprofesional.com/adjuntos/jpg/2011/08/347926.jpg","Domingo Felipe Cavallo","Argentina","","Ministro Economía Obras y Servicios Publicos","Ministro Economía Obras y Servicios Publicos","Ministro","Ejecutivo","No Electivo","","Ministro Economía Obras y Servicios Publicos","Ministro Economía Obras y Servicios Publicos","Ministro","1991-01-31","1996-08-02","",""
"Julio de Vido","","","","","Julio de Vido","Santa Cruz","Provincia","Ministro varios","Ministro varios","Ministro","Ejecutivo","No Electivo","","Ministro varios","Ministro varios","Ministro","1991-12-10","1997-12-10","year","year"
"Rodolfo A. Díaz","","","","","Rodolfo A. Díaz","Argentina","","Ministro Trabajo y Seguridad Social","Ministro Trabajo y Seguridad Social","Ministro","Ejecutivo","No Electivo","","Ministro Trabajo y Seguridad Social","Ministro Trabajo y Seguridad Social","Ministro","1991-01-16","1992-04-12","",""
"Antonio Erman González","","","","","Antonio Erman González","Argentina","","Ministro Defensa","Ministro Defensa","Ministro","Ejecutivo","No Electivo","","Ministro Defensa","Ministro Defensa","Ministro","1991-12-10","1993-12-10","year","year"
"Ricardo Jaime","","","","http://papcordoba.com/wp-content/uploads/2015/02/10-Jaime.jpg","Ricardo Jaime","Santa Cruz","Provincia","Ministro gobierno","Ministro gobierno","Ministro","Ejecutivo","No Electivo","","Ministro gobierno","Ministro gobierno","Ministro","1991-12-10","1996-12-10","year","year"
"José Luis Manzano","","","","","José Luis Manzano","Argentina","","Ministro Interior","Ministro Interior","Ministro","Ejecutivo","No Electivo","","Ministro Interior","Ministro Interior","Ministro","1991-08-14","1992-12-09","",""
"Alicia Kirchner","","","","","Alicia Kirchner","Santa Cruz","Provincia","Ministro asuntos sociales","Ministro asuntos sociales","Ministro","Ejecutivo","No Electivo","","Ministro asuntos sociales","Ministro asuntos sociales","Ministro","1991-12-10","1999-12-10","year","year"
"Avelino José Porto","","","","","Avelino José Porto","Argentina","","Ministro Salud y Acción Social","Ministro Salud y Acción Social","Ministro","Ejecutivo","No Electivo","","Ministro Salud y Acción Social","Ministro Salud y Acción Social","Ministro","1991-01-18","1991-11-28","",""
"Jose Juan Bautista Pampuro","","","","","Jose Juan Bautista Pampuro","Provincia de Buenos Aires","","Ministro Salud","Ministro Salud","Ministro","Ejecutivo","No Electivo","","Ministro Salud","Ministro Salud","Ministro","1991-12-10","1992-12-10","year","year"
"Jorge Sapag","","","","","Jorge Sapag","Neuquén","","Ministro","Ministro","Ministro","Ejecutivo","No Electivo","","Ministro","Ministro","Ministro","1991-12-10","1995-12-10","year","year"
"Gustavo Osvaldo Béliz","","","","","Gustavo Osvaldo Béliz","Argentina","","Ministro Interior","Ministro Interior","Ministro","Ejecutivo","No Electivo","","Ministro Interior","Ministro Interior","Ministro","1992-12-10","1994-12-10","year","year"
"Jorge Luis Maiorano","","","","","Jorge Luis Maiorano","Argentina","","Ministro de Justicia","Ministro de Justicia","Ministro","Ejecutivo","No Electivo","","Ministro de Justicia","Ministro de Justicia","Ministro","1992-09-09","1994-06-16","",""
"Eduardo Bauzá","","","","","Eduardo Bauzá","Argentina","","Ministro Salud y Acción Social","Ministro Salud y Acción Social","Ministro","Ejecutivo","No Electivo","","Ministro Salud y Acción Social","Ministro Salud y Acción Social","Ministro","1993-12-10","1995-07-08","","year"
"Jorge Alberto Rodríguez","","","","","Jorge Alberto Rodríguez","Argentina","","Ministro Educación","Ministro Educación","Ministro","Ejecutivo","No Electivo","","Ministro Educación","Ministro Educación","Ministro","1992-12-01","1996-04-01","",""
"Oscar Camilión","","","","","Oscar Camilión","Argentina","","Ministro Defensa","Ministro Defensa","Ministro","Ejecutivo","No Electivo","","Ministro Defensa","Ministro Defensa","Ministro","1993-12-10","1996-12-10","year","year"
"Enrique O. Rodríguez","","","","","Enrique O. Rodríguez","Argentina","","Ministro Trabajo y Seguridad Social","Ministro Trabajo y Seguridad Social","Ministro","Ejecutivo","No Electivo","","Ministro Trabajo y Seguridad Social","Ministro Trabajo y Seguridad Social","Ministro","1993-04-12","1993-12-22","",""
"Carlos Federico Ruckauf","","","","","Carlos Federico Ruckauf","Argentina","","Ministro Interior","Ministro Interior","Ministro","Ejecutivo","No Electivo","","Ministro Interior","Ministro Interior","Ministro","1993-03-01","1995-01-15","",""
"José A. Caro Figueroa","","","","","José A. Caro Figueroa","Argentina","","Ministro Trabajo y Seguridad Social","Ministro Trabajo y Seguridad Social","Ministro","Ejecutivo","No Electivo","","Ministro Trabajo y Seguridad Social","Ministro Trabajo y Seguridad Social","Ministro","1993-12-22","1997-05-12","",""
"Rodolfo Carlos Barra","","","","","Rodolfo Carlos Barra","Argentina","","Ministro de Justicia","Ministro de Justicia","Ministro","Ejecutivo","No Electivo","","Ministro de Justicia","Ministro de Justicia","Ministro","1994-06-16","1996-07-10","",""
"Juan José Mussi","","","","http://upload.wikimedia.org/wikipedia/commons/a/a0/Juan_Jos%C3%A9_Mussi.jpg","Juan José Mussi","Provincia de Buenos Aires","","Ministro Salud","Ministro Salud","Ministro","Ejecutivo","No Electivo","","Ministro Salud","Ministro Salud","Ministro","1994-12-04","1995-10-12","",""
"José Alberto Mazza","","","","","José Alberto Mazza","Argentina","","Ministro Salud y Acción Social","Ministro Salud y Acción Social","Ministro","Ejecutivo","No Electivo","","Ministro Salud y Acción Social","Ministro Salud y Acción Social","Ministro","1995-12-10","1999-12-10","",""
"Juan José Mussi","","","","http://upload.wikimedia.org/wikipedia/commons/a/a0/Juan_Jos%C3%A9_Mussi.jpg","Juan José Mussi","Provincia de Buenos Aires","","Ministro Salud","Ministro Salud","Ministro","Ejecutivo","No Electivo","","Ministro Salud","Ministro Salud","Ministro","1995-10-12","1999-10-12","",""
"Beatriz Susana Decibe","","","","","Beatriz Susana Decibe","Argentina","","Ministro Educación","Ministro Educación","Ministro","Ejecutivo","No Electivo","","Ministro Educación","Ministro Educación","Ministro","1996-04-01","1999-05-01","",""
"Jorge Manuel Domínguez","","","","","Jorge Manuel Domínguez","Argentina","","Ministro Defensa","Ministro Defensa","Ministro","Ejecutivo","No Electivo","","Ministro Defensa","Ministro Defensa","Ministro","1996-12-10","1999-12-10","year","year"
"Roque B. Fernández","","","","","Roque B. Fernández","Argentina","","Ministro Economía Obras y Servicios Publicos","Ministro Economía Obras y Servicios Publicos","Ministro","Ejecutivo","No Electivo","","Ministro Economía Obras y Servicios Publicos","Ministro Economía Obras y Servicios Publicos","Ministro","1996-08-02","1999-12-10","",""
"Ricardo Jaime","","","","http://papcordoba.com/wp-content/uploads/2015/02/10-Jaime.jpg","Ricardo Jaime","Santa Cruz","Provincia","Ministro Educación","Ministro Educación","Ministro","Ejecutivo","No Electivo","","Ministro Educación","Ministro Educación","Ministro","1996-12-10","1999-12-10","year","year"
"Antonio Erman González","","","","","Antonio Erman González","Argentina","","Ministro Trabajo y Seguridad Social","Ministro Trabajo y Seguridad Social","Ministro","Ejecutivo","No Electivo","","Ministro Trabajo y Seguridad Social","Ministro Trabajo y Seguridad Social","Ministro","1997-11-12","1999-05-26","",""
"Elias Jassan","","","","","Elias Jassan","Argentina","","Ministro de Justicia","Ministro de Justicia","Ministro","Ejecutivo","No Electivo","","Ministro de Justicia","Ministro de Justicia","Ministro","1996-07-10","1997-06-26","",""
"Raúl Enrique Granillo Ocampo","","","","","Raúl Enrique Granillo Ocampo","Argentina","","Ministro de Justicia","Ministro de Justicia","Ministro","Ejecutivo","No Electivo","","Ministro de Justicia","Ministro de Justicia","Ministro","1997-06-26","1999-12-09","",""
"José Jorge Alperovich","","","","","José Jorge Alperovich","Tucumán","","Ministro Economía","Ministro Economía","Ministro","Ejecutivo","No Electivo","","Ministro Economía","Ministro Economía","Ministro","1999-12-10","2001-12-10","year","year"
"Julio de Vido","","","","","Julio de Vido","Santa Cruz","Provincia","Ministro gobierno","Ministro gobierno","Ministro","Ejecutivo","No Electivo","","Ministro gobierno","Ministro gobierno","Ministro","1999-12-10","2003-12-10","year","year"
"Aníbal Domingo Fernández","","","","https://pbs.twimg.com/profile_images/458755486611804161/r1K4ad25.jpeg","Aníbal Domingo Fernández","Provincia de Buenos Aires","","Ministro Trabajo","Ministro Trabajo","Ministro","Ejecutivo","No Electivo","","Ministro Trabajo","Ministro Trabajo","Ministro","1999-12-10","2002-12-10","year","year"
"Alberto M. Flamarique","","","","","Alberto M. Flamarique","Argentina","","Ministro Trabajo, Empleo y Formación de Recursos Humanos","Ministro Trabajo, Empleo y Formación de Recursos Humanos","Ministro","Ejecutivo","No Electivo","","Ministro Trabajo, Empleo y Formación de Recursos Humanos","Ministro Trabajo, Empleo y Formación de Recursos Humanos","Ministro","1999-10-12","2000-06-10","",""
"Manuel Guillermo García Solá","","","","","Manuel Guillermo García Solá","Argentina","","Ministro Educación","Ministro Educación","Ministro","Ejecutivo","No Electivo","","Ministro Educación","Ministro Educación","Ministro","1999-05-10","1999-12-10","",""
"Ricardo Rodolfo Gil Lavedra","","","","","Ricardo Rodolfo Gil Lavedra","Argentina","","Ministro de Justicia y Derechos Humanos","Ministro de Justicia y Derechos Humanos","Ministro","Ejecutivo","No Electivo","","Ministro de Justicia y Derechos Humanos","Ministro de Justicia y Derechos Humanos","Ministro","1999-12-10","2000-10-05","",""
"Ricardo Jaime","","","","http://papcordoba.com/wp-content/uploads/2015/02/10-Jaime.jpg","Ricardo Jaime","Córdoba","","Ministro Educación","Ministro Educación","Ministro","Ejecutivo","No Electivo","","Ministro Educación","Ministro Educación","Ministro","1999-12-10","2003-12-10","year","year"
"Juan José Llach","","","","","Juan José Llach","Argentina","","Ministro Educación","Ministro Educación","Ministro","Ejecutivo","No Electivo","","Ministro Educación","Ministro Educación","Ministro","1999-12-10","2000-09-29","",""
"Héctor Lombardo","","","","","Héctor Lombardo","Argentina","","Ministro Salud y Acción Social","Ministro Salud y Acción Social","Ministro","Ejecutivo","No Electivo","","Ministro Salud y Acción Social","Ministro Salud y Acción Social","Ministro","1999-12-10","2001-12-21","",""
"Ricardo Hipólito López Murphy","","","","","Ricardo Hipólito López Murphy","Argentina","","Ministro Defensa","Ministro Defensa","Ministro","Ejecutivo","No Electivo","","Ministro Defensa","Ministro Defensa","Ministro","1999-12-10","2001-12-10","year","year"
"Ricardo Hipólito López Murphy","","","","","Ricardo Hipólito López Murphy","Argentina","","Ministro Defensa","Ministro Defensa","Ministro","Ejecutivo","No Electivo","","Ministro Defensa","Ministro Defensa","Ministro","1999-12-01","2001-05-03","",""
"Aldo Rico","","","","","Aldo Rico","Provincia de Buenos Aires","","Ministro Seguridad","Ministro Seguridad","Ministro","Ejecutivo","No Electivo","4","Ministro Seguridad","Ministro Seguridad","Ministro","1999-12-10","1999-12-10","year","year"
"José Luis Machinea","","","","","José Luis Machinea","Argentina","","Ministro Economía","Ministro Economía","Ministro","Ejecutivo","No Electivo","","Ministro Economía","Ministro Economía","Ministro","1999-12-10","2001-03-05","",""
"José Alberto Uriburu","","","","","José Alberto Uriburu","Argentina","","Ministro Trabajo y Seguridad Social","Ministro Trabajo y Seguridad Social","Ministro","Ejecutivo","No Electivo","","Ministro Trabajo y Seguridad Social","Ministro Trabajo y Seguridad Social","Ministro","1999-05-26","1999-10-12","",""
"Juan Schiaretti","","","","","Juan Schiaretti","Córdoba","","Ministro produccion","Ministro produccion","Ministro","Ejecutivo","No Electivo","","Ministro produccion","Ministro produccion","Ministro","1999-12-10","2001-12-10","year","year"
